1754, 1889.71, 2000
1764, 1898.18, 2024
1766, 1895.89, 2006
1764, 1896.15, 2022
1754, 1880.49, 1988
1752, 1883.28, 2032
1788, 1894.86, 2010
1780, 1882.93, 2014
1748, 1879.1, 2022
1780, 1876.17, 2026
1770, 1903.37, 2010
1772, 1893.41, 2026
1788, 1892.6, 2008
1726, 1884.42, 2006
1768, 1914.17, 2018
1758, 1884.7, 2016
1782, 1890.95, 1994
1764, 1877.62, 1982
1760, 1870.21, 2000
1766, 1868.95, 2000
1784, 1865.22, 2018
1740, 1887.6, 2000
1782, 1892.61, 2040
1782, 1889.11, 1982
1704, 1887.16, 1986
1786, 1897.95, 2006
1780, 1879.3, 1990
1768, 1913.07, 2024
1740, 1867.59, 1996
1792, 1906.91, 2010
1800, 1899.88, 2004
1786, 1902, 2020
1750, 1887.1, 1992
1790, 1879.83, 2020
1738, 1894.58, 2014
1770, 1883, 1994
1790, 1888.95, 2024
1762, 1874.2, 2022
1790, 1892.59, 2032
1776, 1881.2, 1976
1760, 1916.47, 2010
1784, 1887.63, 2022
1768, 1874.42, 2006
1730, 1891.89, 2008
1788, 1886.89, 2000
1732, 1912.04, 2024
1776, 1895.65, 2016
1770, 1877.5, 2024
1756, 1887.69, 2032
1764, 1895.87, 2010
1778, 1897.54, 2012
1774, 1887.12, 2002
1806, 1890.88, 2000
1768, 1890.17, 1980
1718, 1914.02, 2028
1762, 1891.87, 1998
1722, 1877.47, 1994
1770, 1884.27, 2006
1752, 1892.08, 2008
1758, 1886.72, 2042
1752, 1909.75, 1996
1814, 1887.44, 1992
1786, 1869.36, 1982
1770, 1915.24, 2020
1766, 1891.52, 2004
1766, 1890.67, 2010
1730, 1884.84, 2016
1756, 1879.66, 1998
1772, 1894.63, 1988
1782, 1883.38, 2026
1750, 1890.16, 1990
1766, 1893.42, 2024
1766, 1889.33, 2000
1780, 1880.35, 2014
1770, 1895.69, 2004
1754, 1889.02, 1992
1748, 1892.53, 1986
1748, 1883.85, 2030
1744, 1881.99, 2018
1766, 1913.46, 1986
1776, 1884.27, 2016
1786, 1898.71, 2026
1726, 1893.05, 1998
1750, 1890.89, 2008
1754, 1888.5, 2006
1794, 1887.39, 2010
1748, 1906.38, 2002
1762, 1882.16, 1988
1768, 1913.88, 2020
1762, 1899.01, 2024
1726, 1884.34, 1978
1782, 1883.18, 2008
1788, 1875.64, 2026
1762, 1883.34, 2014
1788, 1890.38, 1996
1746, 1880.96, 2012
1738, 1870.79, 1978
1794, 1887.23, 2000
1764, 1889.05, 2000
1776, 1896.33, 2020
