1774, 1871.68, 1960
1788, 1876.36, 1952
1782, 1890.04, 1946
1820, 1887.42, 1958
1818, 1898.46, 1954
1842, 1886.56, 1916
1790, 1837.62, 1896
1796, 1878.58, 1958
1832, 1875.68, 1884
1910, 1925.68, 1938
1796, 1835.6, 1840
1926, 1927.14, 1928
1898, 1918.3, 1932
1872, 1911.72, 2010
1840, 1901.5, 1926
1908, 1965.4, 1978
1860, 1932.76, 1978
1848, 1888.42, 1940
1852, 1893.3, 1988
1814, 1873.12, 1942
1772, 1842.86, 2000
1892, 1896.56, 1968
1870, 1870.64, 1934
1826, 1827.08, 1886
1758, 1858.32, 1860
1820, 1888.98, 1988
1876, 1916.54, 2022
1820, 1869.2, 2022
1786, 1917.22, 1932
1790, 1873.9, 1990
1820, 1886, 1920
1864, 1894.64, 1934
1860, 1955.34, 1962
1832, 1843.02, 1970
1956, 1956, 1956
1840, 1886.06, 1938
1828, 1895.9, 1898
1836, 1912.54, 1922
1864, 1880.72, 1908
1824, 1897.72, 1900
1846, 1852.82, 1908
1970, 1970, 1970
1842, 1862.88, 1970
1862, 1931.6, 1934
1862, 1922.58, 1934
1802, 1863.88, 1924
1836, 1864.98, 1890
1886, 1906.52, 1910
1890, 1922.72, 1988
1832, 1837.28, 1916
1870, 1917.74, 1940
1872, 1897.22, 1898
1822, 1837.08, 1938
1924, 1924.14, 1938
1820, 1824.06, 1952
1884, 1884, 1884
1836, 1836.98, 1890
1888, 1915.72, 1916
1902, 1902, 1902
1846, 1847.78, 1884
1838, 1838, 1838
1886, 1886, 1886
1874, 1874, 1874
1846, 1846, 1846
1764, 1801.18, 1920
1764, 1928.68, 1938
1824, 1863.1, 1940
1830, 1871.6, 1970
1806, 1885.72, 1988
1792, 1915.6, 1926
1862, 1900.9, 1954
1834, 1932.62, 1970
1874, 1884.54, 1956
1906, 1919.72, 1920
1970, 1970.48, 1976
1926, 1926, 1926
1896, 1896, 1896
1904, 1904, 1904
1900, 1923.76, 1924
1864, 1879.2, 1880
1866, 1872.54, 1898
1878, 1950.52, 1952
1810, 1827.6, 1970
1900, 1900.9, 1990
1890, 1890, 1890
1914, 1914, 1914
1800, 1800, 1800
1852, 1861.92, 1864
1836, 1894.2, 1896
1826, 1913, 1926
1902, 1923.98, 1950
1830, 1892.48, 1968
1896, 1957.76, 1984
1908, 1915.72, 1954
1852, 1952.88, 1956
1940, 1991.56, 1998
1776, 1837.24, 1998
1800, 1804.96, 1862
1842, 1882.46, 1974
1806, 1878.1, 1882
