1754, 1871.2, 1974
1716, 1858.6, 1966
1750, 1845.92, 1976
1750, 1847.68, 2012
1768, 1886.3, 1956
1710, 1867.34, 1994
1694, 1861.56, 1942
1694, 1851.44, 1968
1714, 1849.36, 1968
1728, 1841.12, 1954
1738, 1837.1, 2008
1718, 1837.96, 1946
1754, 1840.42, 1944
1734, 1864.52, 1938
1742, 1853.36, 1982
1742, 1848.66, 1954
1734, 1868.9, 1990
1738, 1860.56, 1990
1738, 1848.02, 1930
1732, 1868.22, 1996
1762, 1857.16, 1958
1770, 1857.08, 1960
1752, 1859.54, 1978
1744, 1869, 1972
1734, 1872.36, 1974
1750, 1855.84, 1964
1728, 1879.4, 1956
1728, 1873.16, 1968
1760, 1873.16, 1998
1752, 1871.36, 1968
1802, 1881.36, 1958
1774, 1865.76, 1962
1738, 1847.02, 1992
1716, 1842.38, 1952
1732, 1901.62, 1978
1718, 1851.42, 1980
1780, 1864.32, 1966
1758, 1859.14, 1948
1750, 1873.2, 1982
1768, 1851.98, 1942
1752, 1846.28, 1956
1752, 1872.64, 1990
1790, 1861.6, 1968
1746, 1858.96, 1970
1756, 1859.5, 1996
1746, 1849.44, 2004
1756, 1834.52, 1928
1762, 1891.24, 1954
1754, 1878.72, 1948
1742, 1861.02, 1990
1790, 1881.44, 1994
1764, 1870.58, 1992
1750, 1877.16, 1952
1750, 1887.9, 1986
1766, 1844.1, 1972
1740, 1870.22, 1964
1752, 1878.78, 1998
1784, 1870.2, 1990
1772, 1869.74, 2002
1750, 1856.26, 1958
1734, 1852.24, 1972
1734, 1856.8, 1940
1672, 1847.46, 1922
1672, 1864.48, 1992
1736, 1842.96, 2028
1742, 1854.08, 1978
1762, 1863.62, 1946
1742, 1874.64, 1978
1762, 1878.5, 1980
1742, 1859.36, 1948
1738, 1849.54, 1952
1762, 1890.84, 1970
1774, 1871.34, 1970
1754, 1871.66, 1978
1780, 1886.68, 2016
1760, 1834.78, 1972
1746, 1861.6, 2020
1730, 1867.6, 1988
1754, 1867.1, 1992
1732, 1848.74, 1974
1740, 1879.78, 1996
1754, 1863.78, 2004
1754, 1854.66, 2006
1764, 1896.04, 2006
1752, 1857.22, 1952
1746, 1879.12, 1992
1734, 1845.68, 1982
1714, 1835.12, 1944
1754, 1855.24, 1984
1736, 1853.82, 1966
1758, 1861.3, 1990
1756, 1853, 1968
1748, 1859.3, 1948
1700, 1861.26, 1972
1724, 1871.84, 1960
1724, 1833.12, 1976
1710, 1860.48, 1970
1740, 1853.34, 1954
1778, 1875.16, 1946
1754, 1879.26, 1976
